lat,lon,name_he,roads,name_en
31.82731218487249,34.70010738595859,מחלף אשדוד,4/7,Ashdod
31.850640989414583,34.71055257766709,צומת אשדוד צפון,4/דרך כניסה לאזור תעשייה צפוני אשדוד,Ashdod North
31.724324164947824,34.63580056726869,צומת אשכולות,4/232,Eshkolot
31.658720738323016,34.602716036103814,צומת אשקלון,4/בן גוריון (אשקלון),Ashkelon
31.70381437256024,34.62105940734921,מחלף אשקלון צפון,4/שמיר (אשקלון),Ashkelon North
33.01457890879771,35.126751471483,צומת אשר,89/8912,Asher
32.41161990189923,35.021235149792375,מחלף באקה ג'ת,6/61/574,Baka Jat
32.01757381024771,34.90605878345127,צומת בדק,40/4613,Bedek
31.76701332088784,35.194030140333965,מחלף בייט,16/50,Beyth
31.87090117452177,34.81955060244973,צומת בילו,40/412,Bilu
32.037829828468894,35.040601773181336,צומת בית אריה,446/כניסה לבית אריה,Bet Arye
31.23039179941073,34.80273198541312,צומת בית אשל,25/406,Bet Eshel
32.00124644856359,34.821159758041425,צומת בית דגן,44/412,Bet Dagan
33.01132351877292,35.651082732044486,צומת בית המכס,91/888,Bet HaMekhes
32.98301898567039,35.14161516352881,צומת בית העמק,6/859,Bet HaEmek
31.79935521814968,35.49036999309593,צומת בית הערבה,1/90,Bet HaArava
31.89684258235177,35.043708512420515,מחלף בית חורון,3/443,Bet Horon
32.03900387759244,35.032020795856184,צומת בית לבן,446/465 (צפוני),Bet Lavan
31.92073921742909,34.770540114188485,צומת בית עובד,42/4303,Bet Oved
31.56479791544308,35.11931645762029,צומת בית ענות,35/60,Bet Anot
32.90414821978393,35.63377377316947,צומת בית ציידה,87/888,Bet Tsayda
31.441967890514253,34.76361089730315,צומת בית קמה,264/293,Bet Kama
31.82061002527125,34.73054528341198,מחלף בית רבן,7/4102,Bet Raban
32.76168987361076,35.34607286925101,מחלף בית רימון,77/754,Bet Rimon
31.720528063857763,34.96436506185585,צומת בית שמש דרום,38/בן זאב (בית שמש),Bet Shemesh South
31.75586175336377,34.98237334884292,צומת בית שמש מרכז,38/רח' יגאל אלון (בית שמש),Bet Shemesh Center
31.98614309349389,34.888935527852844,מחלף בן גוריון מזרח,1/4503,Ben Gurion East
31.99408726545397,34.855583645735344,צומת בן גוריון מערב / נתבג / חבד / כפר חבד,1/כניסה חדשה לנתבג,Ben Gurion West
31.848020904013783,34.726016532542715,צומת בן זכאי,42/413,Ben Zakay
31.960061923571093,34.93735722699601,מחלף בן שמן,1/443- 6/444- 443/444,Ben Shemen
31.82823736761342,34.67098843542282,צומת בני ברית,41/שד' בני ברית אשדוד,Bne Brit
31.82307816828009,34.70628233972402,מחלף בני דרום,7/42,Bne Darom
32.5174339116149,34.92997022809009,צומת בנימינה,4/653,Binyamina
31.95137536404722,35.339567571366885,צומת בעל חצור,449/458,Ba'al Hatsor
33.07502564992928,35.115508038745325,צומת בצת,4/899,Betset
32.20646025195825,35.44906270058431,צומת בקעות,57/578,Beka'ot
32.06466099036005,34.838198298633614,מחלף בר אילן,4/471,Bar Ilan
31.72665122469907,35.088786935456696,צומת בר גיורה,39/386,Bar Giyora
32.91235711197102,35.181949464876226,צומת בר לב,85/כניסה לאזור תעשייה,Bar Lev
33.1511808562386,35.788308830891296,צומת בראון,98/959,Bar'on
32.09305210345888,35.105727173867955,צומת ברוכין,5/446,Brukhin
31.66581267399816,34.606657092940736,צומת ברכיה,4/35,Berekhya
31.86604523515913,34.81429056686062,צומת ברנר,40/411,Brenner
32.01659868217429,34.92669174555955,צומת ברקת,46/4613,Bareket
33.01532329138652,35.83585851387314,צומת בשן,87/98,Bashan
32.91621048385908,35.121325581562026,צומת ג'דידה מכר,6/85,Judayda Makr
32.941628070133696,35.163625756414106,צומת ג'וליס,70/8533,Julis
32.14763083059509,34.94713888594134,מחלף ג'לג'וליה,444/531,Jaljulya
31.99636569415209,35.250691102019125,צומת גב אפרים,60/465,Gev Efrayim
31.26973197325724,34.43191787381624,צומת גבולות,222/232,Gvulot
31.85441139891654,35.2621758186675,צומת גבע בנימין,60/437,Geva Binyamin
32.771876275299675,35.121442268636855,מחלף גבעות אלונים,6/70 (דרום),Giv'ot Alonim
32.096681355328414,34.90925048422121,צומת גבעת השלושה,40/483 ,Giv'at HaShlosha
31.8711698519568,35.17816708995511,צומת גבעת זאב,45/436,Giv'at Ze'ev
30.993511362459067,34.916830746441654,צומת גבעת ירוחם,204/224,Giv'at Yeroham
32.03452939503112,34.95586586403528,צומת גבעת כח,6/444/465,Giv'at Koah
31.65374938196013,34.66223290715034,צומת גבעתי,35/232,Giv'ati
31.65315537553969,34.663734899766354,צומת גבעתי,35/232,Giv'ati
33.01365469067399,35.62273979232165,צומת גדות,91/918,Gadot
31.804609891090056,34.76494309280812,מחלף גדרה,7/40,Gedera
32.092428788608665,34.84583053541185,מחלף גהה,4/481,Geha
32.77358341066852,35.407263893317335,מחלף גולני,65/77,Golani
33.169585179317785,35.56986729774241,צומת גומא,90/977,Gome
33.120842935528,35.648350742549646,צומת גונן,918/959,Gonen
31.310985450495338,34.78824971228116,צומת גורל,40/406 (צפון),Goral
31.64609638562173,35.13219915806567,צומת גוש עציון,60/367,Gush Etsyon
32.82237792011954,35.13347471120249,מחלף גילעם,79/781,Gil'am
31.337612171381384,34.65387114287634,צומת גילת,25/241,Gilat
31.95662113997064,34.90681523980463,צומת גינתון,40/443,Ginton
32.21635297334261,35.17564417914929,צומת גיתות,55/60,Gitot
32.109558788602776,35.14032527230958,צומת גיתי,5/505 (מזרח),Gitay
32.13972376107727,34.80990400753334,מחלף גלילות מזרח,5/20,Glilot East
32.14085881000012,34.801364029579254,מחלף גלילות מערב,2/5,Glilot West
31.38083726417844,34.447336821233094,צומת גמה,232/242,Gama
31.962693892099427,34.78525546595412,מחלף גן רווה,4/42,Gan Rave
32.01812935505649,34.821287908077394,מחלף גנות,1/4,Ganot
32.09680640441903,34.90155149617772,צומת גנים,40/483,Ganim
32.28694363336901,34.85936025479515,מחלף גשר השלום,2/5611/שלום עליכם (נתניה),HaShalom Bridge
31.97126708872384,34.90230537650965,צומת גשר לוד,40/4404,Lod Bridge
31.42301485575479,34.78511069942411,מחלף דבירה,6/325,Dvira
31.529624397678223,34.610372889591964,צומת דורות,232/334,Dorot
32.40791458752811,35.22716882966909,צומת דותן,60/585,Dotan
31.068233371495666,35.006602262364446,צומת דימונה,25/204,Dimona
32.8572239947491,35.4006236649652,צומת דיר חנא,805/806,Dayr Hana
32.896223323844545,35.77783050064268,צומת דליות,808/869,Daliyot
32.734398011580886,35.03954303965815,צומת דמון,672/721,Damon
31.9266351765935,34.92660894495359,מחלף דניאל,1/6,Daniyel
32.2552896017658,34.89113292725084,מחלף דרור,4/553,Dror
31.50470315676112,35.132984906488055,צומת האבות,60/356,HaAvot
31.68710836264646,34.94653979187954,צומת האלה,38/375,HaEla
33.13783729781672,35.731854785118635,צומת האמיר,959/978,HaEmir
31.94297749386617,34.8636561797723,מחלף האצל,44/כניסה חדשה לרמלה ולבאר יעקב,HaEtsel
31.41563204166987,34.60754789363104,צומת הגדי,25/293,HaGadi
31.94762696519397,35.09594488963823,צומת הדואר,455/463,HaDo'ar
32.2833564117644,34.89669017090209,צומת הדסים,4/הרצל (קדימה),Hadasim
32.23518174980865,34.885307755369915,מחלף הדרים,4/551,Hadarim
32.804819523550016,35.055216657390226,מחלף ההסתדרות,4/22 (דרום),HaHistadrut
31.68256229125887,34.651769176112616,צומת הודיה,3/232,Hodiya
31.683022277749583,34.65347217774005,צומת הודיה,3/232,Hodiya
31.78519779127396,35.26026820523235,מחלף הזיתים,1/4177,HaZetim
32.0248097583554,34.90794084525288,צומת הטייסים,40/461,HaTayasim
32.1344046370811,34.83361792694094,מחלף הכפר הירוק,5/482,HaKfar HaYarok
31.696440891498963,35.011431780275544,צומת הלה,375/3855,HaLamed He
32.75804562785561,35.23298699109468,מחלף המוביל,77/79,HaMovil
32.9862570076304,35.75056536477348,צומת המפלים,87/808,HaMapalim
33.22209785975797,35.57468677501739,צומת המצודות,90/99,HaMetsudot
31.06654846734732,34.83857150112214,צומת הנגב,40/224,HaNegev
32.47801544002091,35.49844308158791,צומת הנציב,90/6678,HaNetsiv
31.330578919822315,34.69886401538327,צומת הנשיא,25/264/310,HaNasi
31.329555917521752,34.70009100462838,צומת הנשיא,25/264/310,HaNasi
32.16046863820367,34.811296190729514,מחלף הסירה,2/541,HaSira
32.59121949796459,35.24001346805998,צומת הסרגל,65/675,HaSargel
32.35758992757689,34.90854982014476,צומת העוגן,4/העוגן,HaOgen
30.989733833397143,35.31029811188029,צומת הערבה,25/90,HaArava
31.77757668466891,35.12898032894752,צומת הר איתן,395/3965,Har Etan
32.3937937628485,34.903290152462155,צומת הראה,4/581,HaRo'e
31.79848446237781,35.14556649060352,מחלף הראל,1/3965,Har'el
30.66046588296807,34.80969302018856,צומת הרוחות,40/171,HaRuhot
32.17888644741335,34.82517933583187,מחלף המעפילים / הרצליה צפון,20/המעפילים (כפר שמריהו),HaMa'apilim / Herzliya North
32.010353442342904,34.81438284861275,מחלף השבעה,4/44,HaShiv'a
32.709729518659984,35.13652468416035,צומת השומרים,75/722,HaShomrim
32.542150489508046,35.436715749564634,מחלף השיטה,71/669,HaShita
32.32876710568354,34.90547556578778,צומת השרון,4/57,HaSharon
33.06276562589093,35.744718076196655,צומת השריון,91/978,HaShiryon
32.673063903248455,35.108238390428404,צומת התשבי,66/722,HaTishbi
31.82887459819934,35.253072604481225,צומת זאב,437/4197,Ze'ev
32.767835423006275,35.10207325822496,צומת זבולון,70/780,Zvulun
31.141461677948985,35.35994636573513,צומת זוהר,31/90,Zohar
33.09687607112284,35.80104431278555,צומת זיוון,91/98,Zivan
32.58852853947459,34.92717087294614,מחלף זיכרון יעקב,2/67,Zikhron Ya'akov
32.73454989411028,35.211826806562804,מחלף זרזיר,77/7626,Zarzir
32.41402997963139,35.00718419092733,מחלף חביבה,61/581,Haviva
32.35868116698912,34.87058988233937,צומת חבצלת,2/5710,Havatselet
32.41135345134333,34.93655426439641,צומת חדרה דרום,9/5877/שמעון פרס (חדרה),Hadera South
32.44778920698469,34.943410582624914,צומת חדרה מזרח,65/אצל (חדרה),Hadera East
31.811286973583503,34.901285956978064,צומת חולדה,3/411,Hulda
32.0383305195817,34.77864114782372,מחלף חולון,20/44,Holon
32.00004156117464,34.80474977046034,מחלף חולון מזרח,4/ירושלים (חולון),Holon East
31.953727117945,34.75789842490804,מחלף חולות,4/20,Holot
31.2265178245674,34.33638063633837,צומת חולית,232/240,Holit
33.00503886781314,35.29528815837418,צומת חוסן,89/864,Hosen
32.232714104588446,34.8325058067046,צומת חוף השרון,2/געש-שפיים,Hof HaSharon
32.13977779591863,34.95916179885175,מחלף חורשים,6/531,Horshim
33.22411847873315,35.631477717030734,צומת חורשת טל,99/918,Hurshat Tal
31.834918350171403,34.97761005703266,צומת חטיבה שבע,3/424,Hativa Sheva
31.259670463970423,34.82978020147187,מחלף חטיבת הנגב,40/60,Hativat HaNegev
32.48107283064914,34.97333984107474,צומת חיל החינוך,651/652,Hel HaHinukh
32.85853140493948,35.33639576468017,צומת חילזון,804/805,Hilazon
32.79461218329658,34.96195269029463,מחלף חיפה דרום,2/4,Haifa South
33.02606703838165,35.40519020245549,צומת חירם,89/899 (מזרחי),Hiram
32.80914981208115,35.00698276167111,מחלף חירם,4/22 (חיפה),Hiram
30.883315760919807,34.79402297429374,צומת חלוקים,40/204,Halukim
32.0102173915288,35.13144439706614,צומת חלמיש,450/465,Halamish
32.92214052638822,35.41786223426261,צומת חלפתא,85/806,Halafta
31.568761970196345,34.6433611860532,צומת חלץ,232/352,Helets
31.800325588474312,35.12455253749104,מחלף חמד,1/3975,Hemed
32.19540726919419,35.45574259154962,צומת חמרה,57/508,Hamra
32.45886886746071,34.986485623044175,צומת חנה,65/652,Hanna
33.07057443491771,35.152446948969214,צומת חניתה,70/899,Hanita
32.92746957512897,35.40586629933011,צומת חנניה,85/866,Hananya
32.7621655414781,35.08859122504243,צומת חסידים,70/762,Hasidim
32.373819836249865,34.90889596536573,צומת חפר,4/5720,Hefer
32.47141258235464,35.01989468996575,צומת חריש,574/6353,Harish
32.112523822897394,35.13252330994679,צומת חרס,505/5066,Heres
31.21916497201209,35.24897721748075,צומת חתרורים,31/258,Hatrurim
31.723214460872665,34.7458974002277,צומת טוביה,3/3703,Toviya
32.23198612797773,34.98416058877245,צומת טירה,444/554,Tira
30.990992371539267,34.76278295712119,צומת טללים,40/211,Tlalim
31.92774493728592,35.11709668207364,צומת טלמון דולב,450/463,Talmon Dolev
32.64973531637913,35.372505815103395,צומת טמיר,65/716,Tamir
32.91271827785537,35.156061503036106,צומת יאסיף,70/85 (מערבי),Yasif
32.89299821940511,35.181766288701695,צומת יבור,70/805,Yavor
31.88909465707304,34.72934189178269,מחלף יבנה,42/4111,Yavne
32.753292702921854,35.071187168131296,מחלף יגור,70/75/752,Yagur
32.027734920312675,34.88040491022282,צומת יהוד מערב,412/461,Yehud West
32.90330513556057,35.647406746598506,צומת יהודיה,87/92,Yehudiya
32.862703823335295,35.26843789526767,צומת יובלים,784/805 (מזרחי),Yuvalim
32.652833116030315,35.09253722867291,מחלף יוקנעם,6/722,Yokne'am
32.558073175172126,35.31776206002724,צומת יזרעאל,60/675,Yizre'el
32.386374034767904,34.867527135082206,מחלף ינאי,2/5720,Yanay
32.31680885625816,34.954190390963866,צומת ינוב,57/562,Yanuv
33.22728464197072,35.7571445759019,צומת יער אודם,98/978,Ya'ar Odem
32.4095416739614,34.90366829342232,צומת יער חדרה,4/9,Ya'ar Hadera
32.76705461230178,35.22776308011756,צומת יפתחאל,79/784,Yiftah'el
32.16346470274497,35.26210358181955,צומת יצהר,60/555,Yits'har
30.990022415316314,34.91161872394147,צומת ירוחם,204/225,Yeroham
32.12138425638862,34.903578712689814,מחלף ירקון,5/40,Yarkon
32.70822040195129,35.15580564415738,מחלף ישי,75/77,Yishay
33.11278162617088,35.54911480325723,צומת ישע,886/899 (מערבי),Yesha
32.55483976977986,35.38288993989837,צומת יששכר,71/716,Yisakhar
31.27717365488398,34.94008319088266,מחלף יתיר,31/316,Yatir
33.12577641194303,35.57106389299243,צומת כח,90/899,Koah
33.01645479362163,35.14293246703117,צומת כברי,70/89,Kabri
32.70254176684368,35.41245723956216,צומת כדורי,65/766,Kaduri
32.82718053927045,35.649571047016565,צומת כורסי,92/789,Kursi
32.72120864534982,35.569072191820275,צומת כינרת,90/767,Kineret
32.44379472027745,35.0220084383102,צומת כלניות,574/581,Kalaniyot
31.81428505218418,35.34949133356077,צומת כפר אדומים,1/458,Kfar Adumim
31.88762635131016,34.77795880989166,צומת כפר גבירול,410/411,Kfar Gabirol
31.888811355601007,34.77628682277075,צומת כפר גבירול,410/411,Kfar Gabirol
32.325225919332574,34.93729648992967,צומת כפר יונה,57 חדש/בן גוריון (כפר יונה),Kfar Yona
31.761898952766728,34.79170567661403,צומת כפר מנחם,3/383,Kfar Menahem
32.8764439446933,35.5458226410509,צומת כפר נחום,87/90,Kfar Nahum
32.179733661039535,34.94610617439978,צומת כפר סבא מזרח,55/5504,Kfar Sava East
32.19108096778291,34.889038355712586,צומת כפר סבא רעננה צפון,4/ויצמן (רעננה)/בגין (כפר סבא),Kfar Sava Ra'anana North
32.690127792459414,35.418997117615106,צומת כפר תבור,65/767 (צפון),Kfar Tavor
32.87388585700551,35.099590225420634,צומת כרי נעמן,4/22 (צפון),Kare Na'aman 
31.77011456074146,35.154417225648764,צומת כרם,386/395,Kerem
32.92475728441207,35.29898741981189,צומת כרמיאל,85/854/נשיאי ישראל (כרמיאל),Karmi'el
32.924257274239864,35.30097641255222,צומת כרמיאל,85/854/נשיאי ישראל (כרמיאל),Karmi'el
32.928811098515524,35.3241864226565,צומת כרמיאל מזרח,85/8556,Karmi'el East
32.92278341952081,35.27984642772086,צומת כרמיאל מערב,85/784,Karmi'el West 
33.146405858208865,35.63868799103019,צומת להבות הבשן,918/977,Lahavot HaBashan
31.38195587701017,34.81672229260922,מחלף להבים,6/310,Lehavim
31.97737203830316,34.90492042712554,מחלף לוד,1/40,Lod
31.94281528084638,34.896748131332764,צומת לוד מרכז,434/443,Lod Center
31.83887926812428,34.98692907880896,מחלף לטרון,1/3,Latrun
31.67208151718353,34.93540167512154,צומת לי־און,38/353,Li-On
31.5847916268278,34.83787604591035,צומת לכיש,35/3415,Lakhish
31.34410876195244,34.86668788685275,מחלף לקיה,6/31/358,Lakiya
31.509917400781244,34.78168846819536,מחלף מאחז,6/40 (צפון),Ma'ahaz
31.96890103844532,34.75731056050298,מחלף מבוא איילון,20/431,Mevo Ayalon
32.800309616354234,35.04470763060807,מחלף מבוא הכרמל,22/23,Mevo HaKarmel
31.85441506994184,35.00437119172841,צומת מבוא חורון,3/4249,Mevo Horon
31.256716233982665,34.40248180319187,צומת מבטחים,232/2310,Mivtahim
30.88227533961466,34.394664565835846,צומת מבצע חורב,10/211,Mivtsa Horev
32.82692643762731,35.51184623551483,צומת מגדל,90/807,Migdal
32.06878228020692,34.94454718552788,צומת מגדל אפק,444/471,Migdal Afek
32.57284891083482,35.19191836828452,צומת מגידו,65/66,Megido
32.83652749562562,35.8017089202127,צומת מגשימים,98/808,Magshimim
31.79592638564793,35.15956744751695,צומת מוצא,1/16,Motsa
32.12456654754685,34.85583280805908,מחלף מורשה,4/5,Morasha
32.831455207025286,35.235745655070204,צומת מורשת,781/784,Moreshet
31.72070025437781,35.24347065650488,צומת מזמור,398/עוקף מזרחי ירושלים,Mizmor
32.370796965746194,35.50809809795654,צומת מחולה,90/578,Mehola
32.99028521977692,35.56119766222649,צומת מחניים,90/91,Mahanayim
32.51425369791143,35.12013093795555,צומת מי עמי,65/6515,Me Ami
32.43210277296355,35.48600768359767,צומת מירב,90/667,Merav
32.988164999323935,35.44319080377401,צומת מירון,89/866,Meron
31.80438326698746,35.324792281546614,צומת מישור אדומים,1/437,Mishor Adumim
31.80591524783337,35.326446292768374,צומת מישור אדומים,1/437,Mishor Adumim
31.307580736368543,34.90166951463271,צומת מיתר,31/60,Metar
31.890952869322348,35.31284607069522,צומת מכוך,457/458,Makuk
31.87951421929031,35.26861703303157,צומת מכמש,60/457,Mikhmas
32.17238304151889,34.89351018233198,צומת מלל,402/531,Malal
31.732730331288565,34.75788046714643,צומת מלאכי,3/40 (דרום),Mal'akhi
31.76085668808389,34.98822238465608,מחלף מנוח,38/3855,Manoah
30.30058376103345,35.13383540778028,צומת מנוחה,13/90,Menuha
32.46506278475611,34.99401066844224,צומת מנשה,65/6403,Menashe
32.0380501905418,34.82982507338419,מחלף מסובים,4/461,Mesubim
33.232657614544415,35.75682962595996,צומת מסעדה,98/99,Mas'ada
32.206001343850566,34.9728443719437,צומת מעבר אייל,444/5504,Ma'avar Eyal
32.45254004683063,35.11856438339065,צומת מעבר ריחן,596/611,Ma'avar Rehan
32.701943531859904,35.60273196923384,צומת מעגן,92/98,Ma'agan
31.3134446873912,34.43905524469198,צומת מעון,232/241,Ma'on
32.089708338269695,35.38055975041175,צומת מעלה אפרים,505/508,Ma'ale Efrayim
32.882409165533886,35.66040453726277,צומת מעלה גמלא,92/869,Ma'ale Gamla
32.88710175900724,35.41166192260027,צומת מראר,806/807,Mughar
31.58847437768277,34.5633334743148,צומת מרדכי,4/34,Mordekhay
31.010160151885163,34.7805090972258,צומת משאבים,40/222,Mash'abim
32.861538864931134,35.263014892011704,צומת משגב,784/805 (מערבי),Misgav
32.728680203915665,35.323116600574686,צומת משהד,79/754/6400,Mash'had
32.47764356267179,35.01765174919801,צומת משמר הגבול,65/574,Mishmar HaGvul
32.61513600064624,35.14226981931176,צומת משמר העמק,66/6953,MishmarHaEmek
32.55966991722656,35.356121021028926,מחלף נבות,71/675,Navot
31.206031301420275,34.900497626734456,צומת נבטים,6/25,Nevatim
31.984510696579708,34.951698424260506,צומת נבלט,444/453,Nevalat
31.64594318339827,34.699664784635665,צומת נהורה,35/352,Nehora
32.700379107846594,35.2077915018968,צומת נהלל,73/75,Nahalal
33.00579713387515,35.09945742770821,צומת נהריה,4/8912,Nahariya
33.01552805616148,35.10320951152864,צומת נהריה צפון,4/89 (תוואי חדש),Nahariya North
32.171525633490354,34.95733008524479,צומת נווה ימין,55/444,Neve Yamin
32.172767622280894,34.95800809539789,צומת נווה ימין,55/444,Neve Yamin
32.554317094342416,35.33338000425441,צומת נורית,667/675,Nurit
31.61117505937485,34.90326418365046,צומת נחושה,35/38,Nehusha
31.803455412801327,34.839980975408146,צומת נחל אלתקה,3/7,Nahal Elteke
32.34781434250031,35.00727959553457,צומת נחל בחן,574/582,Nahal Bahan
31.69755389643944,35.009725792616386,צומת נחל הנתיב,39/3855,Nahal HaNativ
32.46519830920019,34.91282978126009,צומת נחל חדרה,4/65,Nahal Hadera
32.46492030296732,34.91402977711178,צומת נחל חדרה,4/65,Nahal Hadera
33.239093929730856,35.703093758343336,צומת נחל סער,99/989,Nahal Sa'ar
32.90833824217004,35.47321303242387,מחלף נחל עמוד,65/85,Nahal Amud
31.98848960161476,34.963001443624655,צומת נחמיה,6/453,Nehemya
31.81544285032304,34.91681997154444,צומת נחשון,3/44,Nahshon
32.06808934244579,34.935513192108274,מחלף נחשונים,6/471,Nahshonim
31.967294203988,35.04241014158973,צומת נילי,446/463,Nili
32.313738494596265,35.01268128202231,מחלף ניצני עוז,6/57,Nitsane Oz
31.82953627421808,34.684363427963845,צומת ניר גלים,41/כניסה לניר גלים,Nir Galim
31.951569492596896,34.85655426622412,צומת ניר צבי,44/4313,Nir Tsvi
31.939231824265203,34.81570221447036,מחלף נס ציונה,431/4313,Nes Tsiyona
33.1137185809955,35.555264803533014,צומת נפתלי,886/899 (מזרחי),Naftali
32.693792549115386,35.299449316167404,צומת נצרת,60/75,Nazareth
32.693277601633646,35.29179732203064,צומת נצרת דרום,75/600,Nazareth South
32.710932411250774,35.306192462569335,צומת נצרת צפון,75/700,Nazareth North
32.45106469625379,35.01955450716157,צומת נרבתה,574/6403,Narbeta
33.025307296729025,35.67337382985249,צומת נשוט,91/9088,Nashut
31.910680454268192,34.89721184503064,מחלף נשרים,6/44,Nesharim
31.683872177263115,34.97793971768075,צומת נתיב הלה,39/3938,Netiv HaLamed He
31.429797014036097,34.59976802904597,צומת נתיבות,25/34,Netivot
32.32504437042142,34.86768358468984,מחלף נתניה,2/57,Netanya
33.02704106120812,35.40085621723624,צומת סאסא,89/899 (מערבי),Sasa
32.101980399569406,34.89790954745862,צומת סגולה,40/481,Sgula
32.80654192011724,35.14688354907783,מחלף סומך,70/79,Somekh
31.38332997727621,35.109193871639235,צומת סוסיה,316/317,Susya
29.84345518421896,34.83794897362048,צומת סיירים,10/12,Sayarim
31.46980525290072,34.52858548263326,צומת סעד,25/232 (מערבי),Sa'ad
33.03786265384144,35.14637065801237,צומת עבדון,6/70 (צפון),Avdon
31.775977676788937,34.667532978230085,מחלף עד הלום,4/בגין (אשדוד),Ad Halom
32.510664772980334,34.957147129882344,צומת עדה,652/653,Ada
32.12917321980149,34.90262478356361,צומת עדנים,40/402,Adanim
32.65787579169917,35.29245199977908,צומת עדשים,60/73,Adashim
31.958642862243128,35.25669975635382,צומת עופרה,60/449,Ofra
32.00557102294951,35.03791648920996,צומת עופרים,446/465 (דרומי),Ofarim
31.85752772867417,35.20872192415253,צומת עטרות,45/50,Atarot
31.37241907719564,34.79383224258649,צומת עידן הנגב,40/310,Idan HaNegev
32.82974608694727,35.409641401934266,צומת עילבון,65/806,Aylabun
32.84707005512342,35.091728992079084,צומת עין אפק,4/79,En Afek
32.904659749043844,35.090185518166145,צומת עין המפרץ,4/8510 (דרום),En HaMifrats
31.95328994602916,34.78489838290879,מחלף עין הקורא,42/431,En HaKore
32.98907173219773,35.483491757216655,צומת עין זיתים,89/886,En Zetim
30.814056198472915,35.24857667360892,צומת עין חצבה,90/227,En Hatseva
32.610206637585705,35.04814190373196,מחלף עין תות,6/67,En Tut
32.48260142620626,35.03452577061078,מחלף עירון,6/65,Iron
32.918932627029214,35.09692563909785,צומת עכו מזרח,4/85,Acre East
31.465478240594493,34.534186436629724,צומת עלומים,25/232 (מזרחי),Alumim
31.822410482821383,35.27631451300099,צומת עלמון,437/4370,Almon
31.640110963805952,35.202320001976155,צומת עמוס הנביא,356/3157,Amos HaNavi
32.91366775855848,35.54303198537442,צומת עמיעד,85/90,Ami'ad
32.1854844223061,35.132532963328785,צומת עמנואל,55/5066,Imanu'el
32.43162499978384,35.14353516016276,צומת עמק דותן,585/596,Emek Dotan
32.98604292493251,35.14842418201854,צומת עמקה,70/859,Amka
31.354418154893526,35.1062776215202,צומת עמשא,80/316,Amasa
31.899845250229884,34.93796269060453,צומת ענבה,1/431,Anava
31.797240742813365,35.25754831636336,צומת ענתות,1/4370,Anatot
32.59913133495429,35.25843951422185,צומת עפולה מערב,65/דרך הבנים (עפולה),Afula West
32.63848659868211,35.33855876007005,צומת עפולה עילית,65/עוקף עפולה,Afula Ilit
32.62300900255665,35.289452687689526,צומת עפולה צפון,60/65,Afula North
31.68721901182134,35.00066571427689,צומת עציונה,367/375,Etsyona
31.254848029325355,35.209953590139214,צומת ערד,31/3199,Arad
31.149415074342823,34.98365700669092,צומת ערערה בנגב,25/80,Ar'ara (Negev)
